,adjective,category,created_at,id,modifier,name,price
935,fuzzy,instrument,2013-04-28 12:33:39,904.0,charger,fuzzy instrument charger,8.8
936,fuzzy,apparatus,2013-06-07 19:34:16,3900.0,storage_unit,fuzzy apparatus storage_unit,750.0
937,analog,mechanism,2013-08-19 11:41:32,684.0,,analog mechanism,13.5
938,,instrument,2013-05-17 04:00:12,278.0,,instrument,44.0
939,prize-winning,tool,2013-11-25 05:15:27,349.0,,prize-winning tool,27.500000000000004
940,industrial-strength,mechanism,2014-02-02 05:41:35,720.0,,industrial-strength mechanism,45.0
941,reflective,instrument,2013-09-08 05:37:17,3957.0,,reflective instrument,57.2
942,reflective,contraption,2014-01-04 11:02:13,1893.0,wrapper,reflective contraption wrapper,130.0
943,extra-strength,tool,2014-01-22 04:00:35,942.0,,extra-strength tool,50.0
944,miniature,apparatus,2013-04-24 16:38:32,1314.0,refill,miniature apparatus refill,132.0
945,organic,apparatus,2013-06-10 06:16:15,3765.0,charger,organic apparatus charger,90.0
946,glossy,tool,2013-09-23 02:51:50,2984.0,,glossy tool,30.0
947,aerodynamic,instrument,2013-09-26 22:45:46,2421.0,warmer,aerodynamic instrument warmer,67.76
948,reflective,mechanism,2013-10-29 06:06:16,449.0,wrapper,reflective mechanism wrapper,7.800000000000001
949,extra-strength,device,2013-11-16 08:53:42,2185.0,cleaner,extra-strength device cleaner,60.0
950,prize-winning,widget,2013-08-14 10:58:15,2168.0,cleaner,prize-winning widget cleaner,1.98
951,industrial-strength,dongle,2013-07-19 03:16:19,456.0,,industrial-strength dongle,90.0
952,aerodynamic,contraption,2013-03-10 02:29:53,3637.0,,aerodynamic contraption,350.0
953,,apparatus,2014-02-10 06:10:19,3360.0,opener,apparatus opener,150.0
954,organic,tool,2013-06-06 08:07:43,58.0,refill,organic tool refill,30.0
955,digital,mechanism,2013-10-10 21:29:08,1865.0,refill,digital mechanism refill,13.2
956,prize-winning,widget,2013-06-02 03:05:26,2749.0,warmer,prize-winning widget warmer,3.630000000000001
957,organic,contraption,2014-01-21 10:56:10,1604.0,how-to-manual,organic contraption how-to-manual,0.0
958,,module,2013-10-24 04:33:39,3310.0,refill,module refill,80.0
959,analog,instrument,2013-05-09 20:01:53,3598.0,,analog instrument,39.6
960,rechargable,mechanism,2013-04-14 17:35:41,1799.0,,rechargable mechanism,19.5
961,miniature,module,2013-08-03 19:40:05,611.0,warmer,miniature module warmer,60.500000000000014
962,industrial-strength,device,2013-05-25 01:17:16,841.0,,industrial-strength device,150.0
963,prize-winning,widget,2013-12-14 11:45:51,3917.0,warmer,prize-winning widget warmer,3.630000000000001
964,prize-winning,instrument,2013-12-22 22:53:16,810.0,how-to-manual,prize-winning instrument how-to-manual,0.0
965,,widget,2013-04-17 04:53:55,3450.0,refill,widget refill,2.4000000000000004
966,aerodynamic,apparatus,2013-08-15 12:43:50,3218.0,charger,aerodynamic apparatus charger,84.0
967,digital,widget,2013-09-14 04:54:30,1366.0,,digital widget,3.3000000000000003
968,,mechanism,2013-03-28 06:20:14,2568.0,,mechanism,15.0
969,industrial-strength,mechanism,2013-07-21 17:53:03,795.0,charger,industrial-strength mechanism charger,9.0
970,rechargable,module,2013-12-07 15:01:03,757.0,,rechargable module,130.0
971,prize-winning,instrument,2013-10-15 05:49:20,1276.0,warmer,prize-winning instrument warmer,53.24000000000001
972,aerodynamic,widget,2013-12-07 13:13:05,2718.0,storage_unit,aerodynamic widget storage_unit,10.5
973,prize-winning,dongle,2013-05-03 11:57:40,1825.0,storage_unit,prize-winning dongle storage_unit,82.5
974,glossy,gadget,2013-11-18 22:07:11,1081.0,charger,glossy gadget charger,21.36
975,,mechanism,2013-03-26 21:44:11,1793.0,cleaner,mechanism cleaner,9.0
976,,dongle,2013-05-10 23:22:59,1659.0,storage_unit,dongle storage_unit,75.0
977,analog,dongle,2013-07-11 16:50:01,2982.0,,analog dongle,27.0
978,industrial-strength,mechanism,2013-08-21 05:12:09,3613.0,storage_unit,industrial-strength mechanism storage_unit,112.5
979,prize-winning,tool,2013-12-23 07:42:15,338.0,how-to-manual,prize-winning tool how-to-manual,0.0
980,industrial-strength,apparatus,2013-08-14 21:21:35,2417.0,opener,industrial-strength apparatus opener,450.0
981,analog,widget,2014-01-29 10:07:43,3329.0,carrying_case,analog widget carrying_case,1.62
982,rechargable,gadget,2013-10-20 22:29:27,2863.0,cleaner,rechargable gadget cleaner,69.42
983,prize-winning,dongle,2013-05-14 08:46:01,2865.0,how-to-manual,prize-winning dongle how-to-manual,0.0
984,organic,device,2013-06-03 00:54:27,3924.0,how-to-manual,organic device how-to-manual,0.0
985,extra-strength,module,2013-12-19 04:23:01,2844.0,,extra-strength module,200.0
986,matte,mechanism,2013-09-17 17:47:28,36.0,cleaner,matte mechanism cleaner,11.25
987,prize-winning,contraption,2013-05-20 20:42:58,3117.0,,prize-winning contraption,275.0
988,aerodynamic,contraption,2013-09-20 10:41:16,3754.0,,aerodynamic contraption,350.0
989,rechargable,instrument,2013-08-29 21:38:32,3367.0,,rechargable instrument,57.2
990,fuzzy,apparatus,2013-10-23 10:12:53,918.0,how-to-manual,fuzzy apparatus how-to-manual,0.0
991,organic,apparatus,2014-01-18 15:36:54,3884.0,,organic apparatus,450.0
992,rechargable,dongle,2013-07-09 04:35:52,2399.0,how-to-manual,rechargable dongle how-to-manual,0.0
993,industrial-strength,gadget,2013-04-18 07:30:10,3336.0,charger,industrial-strength gadget charger,53.400000000000006
994,industrial-strength,dongle,2013-04-16 16:21:27,2367.0,,industrial-strength dongle,90.0
995,fuzzy,tool,2013-07-03 02:42:19,3030.0,carrying_case,fuzzy tool carrying_case,15.0
996,miniature,module,2013-08-19 13:41:16,3835.0,cleaner,miniature module cleaner,33.0
997,organic,gadget,2013-05-15 13:03:24,2875.0,,organic gadget,133.5
998,,instrument,2013-07-23 19:53:12,3051.0,,instrument,44.0
999,digital,tool,2013-04-25 23:47:08,772.0,opener,digital tool opener,13.750000000000002
